target_variable,season,model_name,training_sample,weighting_column,parameters,intercept,coefficient
home_shotsOnTarget_against_mean_premier,2019,Ridge,Promoted,unweighted,{'alpha': 0.0001},1.821373215098955,0.9436046696266268
home_shotsOnTarget_against_mean_premier,2020,Ridge,Promoted,16_season_half_life_weight,{'alpha': 0.0001},1.5753480522084824,0.9824604878851813
home_shotsOnTarget_for_mean_premier,2002,Baseline,Promoted,unweighted,{},5.157894736842105,0.0
home_shotsOnTarget_for_mean_premier,2003,Ridge,Promoted,unweighted,{'alpha': 10.0},3.902118690918708,0.2522355853899579
home_shotsOnTarget_for_mean_premier,2004,Baseline,Promoted,unweighted,{},5.894736842105264,0.0
home_shotsOnTarget_for_mean_premier,2005,Baseline,Promoted,unweighted,{},5.785087719298247,0.0
home_shotsOnTarget_for_mean_premier,2006,Baseline,Promoted,unweighted,{},5.810526315789474,0.0
home_shotsOnTarget_for_mean_premier,2007,Baseline,Promoted,unweighted,{},5.783625730994152,0.0
home_shotsOnTarget_for_mean_premier,2008,Baseline,Promoted,unweighted,{},5.80701754385965,0.0
home_shotsOnTarget_for_mean_premier,2009,Ridge,Promoted,unweighted,{'alpha': 10.0},3.2773359524877854,0.3721695996721346
home_shotsOnTarget_for_mean_premier,2010,Ridge,Promoted,unweighted,{'alpha': 10.0},3.3422219074067936,0.3694009798116908
home_shotsOnTarget_for_mean_premier,2011,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},1.4922059150165603,0.6942466723070095
home_shotsOnTarget_for_mean_premier,2012,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},1.841089169538053,0.6544714549504618
home_shotsOnTarget_for_mean_premier,2013,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},0.8753795561359867,0.8016665102673681
home_shotsOnTarget_for_mean_premier,2014,Ridge,Promoted,unweighted,{'alpha': 3.0},2.125051522003898,0.5536193388796501
home_shotsOnTarget_for_mean_premier,2015,Ridge,Promoted,unweighted,{'alpha': 3.0},1.5636651013268468,0.6259564507928926
home_shotsOnTarget_for_mean_premier,2016,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},-0.3236512472320125,0.8098719881048537
home_shotsOnTarget_for_mean_premier,2017,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},-0.5755200996534651,0.8352458036128361
home_shotsOnTarget_for_mean_premier,2018,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},-0.9771577391995052,0.8852836899878439
home_shotsOnTarget_for_mean_premier,2019,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},0.2624157588953593,0.6924007633336023
home_shotsOnTarget_for_mean_premier,2020,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},0.5894894738525407,0.6328504564456523
home_shots_against_mean_premier,2002,Baseline,Promoted,unweighted,{},9.719298245614036,0.0
home_shots_against_mean_premier,2003,Baseline,Promoted,unweighted,{},9.385964912280704,0.0
home_shots_against_mean_premier,2004,Ridge,Promoted,unweighted,{'alpha': 10.0},8.722571131308092,0.160358644528328
home_shots_against_mean_premier,2005,Ridge,Promoted & Relegated,unweighted,{'alpha': 0.0001},5.8157998974467855,0.6147914231074428
home_shots_against_mean_premier,2006,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},10.789473684210526,0.0
home_shots_against_mean_premier,2007,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},10.947368421052632,0.0
home_shots_against_mean_premier,2008,Ridge,Promoted & Relegated,unweighted,{'alpha': 0.0001},6.575236845321135,0.533064435247388
home_shots_against_mean_premier,2009,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},11.894736842105264,0.0
home_shots_against_mean_premier,2010,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},12.263157894736842,0.0
home_shots_against_mean_premier,2011,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},11.736842105263158,0.0
home_shots_against_mean_premier,2012,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},12.526315789473683,0.0
home_shots_against_mean_premier,2013,Ridge,Promoted & Relegated,8_season_half_life_weight,{'alpha': 0.0001},5.9954016980140885,0.6712542690828434
home_shots_against_mean_premier,2014,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'median'},13.63157894736842,0.0
home_shots_against_mean_premier,2015,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'median'},13.63157894736842,0.0
home_shots_against_mean_premier,2016,Ridge,Promoted & Relegated,4_season_half_life_weight,{'alpha': 0.0001},7.53310740558926,0.5282964955653627
home_shots_against_mean_premier,2017,Ridge,Promoted & Relegated,2_season_half_life_weight,{'alpha': 0.0001},9.959906579145066,0.3066483106764167
home_shots_against_mean_premier,2018,Ridge,Promoted & Relegated,4_season_half_life_weight,{'alpha': 0.0001},7.70401592489841,0.5209553630381858
home_shots_against_mean_premier,2019,Ridge,Promoted & Relegated,4_season_half_life_weight,{'alpha': 0.0001},8.42202702745269,0.4406494386766682
home_shots_against_mean_premier,2020,Ridge,Promoted & Relegated,4_season_half_life_weight,{'alpha': 0.0001},8.53441879853889,0.4256681748443758
home_shots_for_mean_premier,2002,Baseline,Promoted,unweighted,{},11.719298245614036,0.0
home_shots_for_mean_premier,2003,Ridge,Promoted,unweighted,{'alpha': 1.0},0.9627435648270576,0.7616580983327845
home_shots_for_mean_premier,2004,Baseline,Promoted,unweighted,{},11.497076023391813,0.0
home_shots_for_mean_premier,2005,Baseline,Promoted,unweighted,{},11.228070175438596,0.0
home_shots_for_mean_premier,2006,Baseline,Promoted,unweighted,{},11.252631578947367,0.0
home_shots_for_mean_premier,2007,Baseline,Promoted,unweighted,{},11.2046783625731,0.0
home_shots_for_mean_premier,2008,Baseline,Promoted,unweighted,{},11.177944862155387,0.0
home_shots_for_mean_premier,2009,Ridge,Promoted,unweighted,{'alpha': 1.0},4.423194743001908,0.5215189265063148
home_shots_for_mean_premier,2010,Ridge,Promoted,unweighted,{'alpha': 1.0},4.564388595783081,0.5098932329968707
home_shots_for_mean_premier,2011,Ridge,Promoted,unweighted,{'alpha': 1.0},3.8090453778292366,0.5796640771712555
home_shots_for_mean_premier,2012,Ridge,Promoted,unweighted,{'alpha': 1.0},3.495453699923223,0.6095143745668442
home_shots_for_mean_premier,2013,Ridge,Promoted,4_season_half_life_weight,{'alpha': 1.0},2.228966255477145,0.7216485112346742
home_shots_for_mean_premier,2014,Ridge,Promoted,4_season_half_life_weight,{'alpha': 1.0},2.250901194648417,0.7196867361506027
home_shots_for_mean_premier,2015,Ridge,Promoted,4_season_half_life_weight,{'alpha': 1.0},2.6394440020447067,0.6925617101208947
home_shots_for_mean_premier,2016,Ridge,Promoted,unweighted,{'alpha': 1.0},4.347243282543875,0.5479808307379327
home_shots_for_mean_premier,2017,Ridge,Promoted,unweighted,{'alpha': 1.0},5.151862619693541,0.4818720218154216
home_shots_for_mean_premier,2018,Ridge,Promoted,2_season_half_life_weight,{'alpha': 1.0},8.180611907446227,0.2465876223019151
home_shots_for_mean_premier,2019,Ridge,Promoted,unweighted,{'alpha': 3.0},5.419087047171745,0.4622819148748986
home_shots_for_mean_premier,2020,Ridge,Promoted,unweighted,{'alpha': 3.0},5.532051150624791,0.4519790053216767
home_yellowCards_against_mean_premier,2002,Baseline,Promoted,unweighted,{},1.912280701754386,0.0
home_yellowCards_against_mean_premier,2003,Ridge,Promoted & Relegated,unweighted,{'alpha': 300.0},1.7106833123344494,0.0022976284830239
home_yellowCards_against_mean_premier,2004,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 1000.0},1.601963695012056,0.0019154333802101
home_yellowCards_against_mean_premier,2005,Baseline,Promoted,unweighted,{},1.758771929824562,0.0
home_yellowCards_against_mean_premier,2006,Baseline,Promoted,unweighted,{},1.7263157894736845,0.0
home_yellowCards_against_mean_premier,2007,Ridge,Promoted & Relegated,unweighted,{'alpha': 0.0001},0.6078752911253562,0.6131730466597947
home_yellowCards_against_mean_premier,2008,Average,Promoted & Relegated,unweighted,{'strategy': 'median'},1.5789473684210529,0.0
home_yellowCards_against_mean_premier,2009,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},1.5263157894736843,0.0
home_yellowCards_against_mean_premier,2010,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},1.4736842105263157,0.0
home_yellowCards_against_mean_premier,2011,Baseline,Promoted,unweighted,{},1.6719298245614038,0.0
home_yellowCards_against_mean_premier,2012,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 0.3},0.6695768558530015,0.6939851528738294
home_yellowCards_against_mean_premier,2013,Baseline,Promoted,unweighted,{},1.6637426900584795,0.0
home_yellowCards_against_mean_premier,2014,Baseline,Promoted,unweighted,{},1.6504723346828614,0.0
home_yellowCards_against_mean_premier,2015,Baseline,Promoted,unweighted,{},1.6453634085213034,0.0
home_yellowCards_against_mean_premier,2016,Baseline,Promoted,unweighted,{},1.6257309941520466,0.0
home_yellowCards_against_mean_premier,2017,Baseline,Promoted,unweighted,{},1.630482456140351,0.0
home_yellowCards_against_mean_premier,2018,Baseline,Promoted,unweighted,{},1.6202270381836943,0.0
home_yellowCards_against_mean_premier,2019,Baseline,Promoted,unweighted,{},1.6198830409356728,0.0
home_yellowCards_against_mean_premier,2020,Baseline,Promoted,unweighted,{},1.6251154201292706,0.0
home_yellowCards_for_mean_premier,2002,Baseline,Promoted,unweighted,{},1.333333333333333,0.0
home_yellowCards_for_mean_premier,2003,Baseline,Promoted,unweighted,{},1.3245614035087718,0.0
home_yellowCards_for_mean_premier,2004,Ridge,Promoted,unweighted,{'alpha': 3.0},1.389273541901547,-0.0240625639659368
home_yellowCards_for_mean_premier,2005,Baseline,Promoted,unweighted,{},1.3070175438596492,0.0
home_yellowCards_for_mean_premier,2006,Baseline,Promoted,unweighted,{},1.312280701754386,0.0
home_yellowCards_for_mean_premier,2007,Baseline,Promoted,unweighted,{},1.304093567251462,0.0
home_yellowCards_for_mean_premier,2008,Baseline,Promoted,unweighted,{},1.3308270676691731,0.0
home_yellowCards_for_mean_premier,2009,Average,Promoted,unweighted,{'strategy': 'median'},1.4210526315789471,0.0
home_yellowCards_for_mean_premier,2010,Average,Promoted,unweighted,{'strategy': 'median'},1.4210526315789471,0.0
home_yellowCards_for_mean_premier,2011,Average,Promoted,unweighted,{'strategy': 'median'},1.4210526315789471,0.0
home_yellowCards_for_mean_premier,2012,Average,Promoted,unweighted,{'strategy': 'median'},1.4210526315789471,0.0
home_yellowCards_for_mean_premier,2013,Average,Promoted,unweighted,{'strategy': 'median'},1.368421052631579,0.0
home_yellowCards_for_mean_premier,2014,Average,Promoted,unweighted,{'strategy': 'median'},1.368421052631579,0.0
home_yellowCards_for_mean_premier,2015,Average,Promoted,unweighted,{'strategy': 'median'},1.368421052631579,0.0
home_yellowCards_for_mean_premier,2016,Average,Promoted,unweighted,{'strategy': 'median'},1.368421052631579,0.0
home_yellowCards_for_mean_premier,2017,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'median'},1.5263157894736843,0.0
home_yellowCards_for_mean_premier,2018,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'median'},1.6842105263157894,0.0
home_yellowCards_for_mean_premier,2019,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'median'},1.6842105263157894,0.0
home_yellowCards_for_mean_premier,2020,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'median'},1.6842105263157894,0.0
